16:4:56,1621155897.5107327,"[32.51, 32.51, 32.51, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52]","[32.47, 32.47, 32.46, 32.46, 32.46, 32.46, 32.46, 32.45, 32.45, 32.45]",49005.73000000
16:9:58,1621156199.312691,"[32.51, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.53]","[32.47, 32.47, 32.47, 32.46, 32.46, 32.46, 32.46, 32.45, 32.45, 32.45]",49105.73000000
16:15:0,1621156501.335586,"[32.51, 32.51, 32.51, 32.51, 32.51, 32.52, 32.52, 32.52, 32.52, 32.52]","[32.47, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.45, 32.45]",49061.30000000
16:20:1,1621156802.595256,"[32.51, 32.51, 32.51, 32.51, 32.51, 32.51, 32.52, 32.52, 32.52, 32.52]","[32.47, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.45, 32.45, 32.45]",49170.05000000
16:25:3,1621157104.6641529,"[32.49, 32.5, 32.5, 32.5, 32.5, 32.5, 32.51, 32.51, 32.51, 32.51]","[32.46, 32.46, 32.46, 32.45, 32.45, 32.45, 32.45, 32.44, 32.44, 32.44]",49070.29000000
16:30:5,1621157406.4111342,"[32.5, 32.5, 32.5, 32.5, 32.5, 32.51, 32.51, 32.51, 32.51, 32.51]","[32.46, 32.45, 32.45, 32.45, 32.45, 32.44, 32.44, 32.44, 32.44, 32.43]",49103.91000000
16:35:6,1621157707.6310804,"[32.5, 32.5, 32.5, 32.51, 32.51, 32.51, 32.51, 32.51, 32.51, 32.51]","[32.46, 32.46, 32.45, 32.44, 32.44, 32.44, 32.44, 32.44, 32.43, 32.43]",49216.86000000
16:40:8,1621158009.6196704,"[32.5, 32.5, 32.5, 32.5, 32.5, 32.51, 32.51, 32.51, 32.51, 32.51]","[32.45, 32.45, 32.45, 32.44, 32.44, 32.44, 32.44, 32.44, 32.44, 32.43]",49306.79000000
16:45:10,1621158311.2781875,"[32.49, 32.49, 32.5, 32.5, 32.5, 32.5, 32.51, 32.51, 32.51, 32.51]","[32.45, 32.45, 32.45, 32.45, 32.45, 32.44, 32.44, 32.44, 32.44, 32.43]",49381.57000000
16:50:11,1621158612.414177,"[32.48, 32.48, 32.49, 32.49, 32.49, 32.49, 32.49, 32.49, 32.49, 32.5]","[32.45, 32.45, 32.45, 32.44, 32.44, 32.44, 32.42, 32.42, 32.41, 32.41]",49269.41000000
16:55:13,1621158914.0472445,"[32.48, 32.48, 32.48, 32.49, 32.49, 32.49, 32.49, 32.49, 32.49, 32.49]","[32.45, 32.43, 32.43, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41]",49267.49000000
17:0:15,1621159216.5549405,"[32.42, 32.43, 32.47, 32.48, 32.48, 32.48, 32.49, 32.49, 32.49, 32.49]","[32.43, 32.43, 32.43, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41]",49292.83000000
17:5:18,1621159519.3216224,"[32.46, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48, 32.49, 32.49, 32.49]","[32.44, 32.43, 32.43, 32.43, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41]",49338.58000000
17:16:28,1621160188.9591415,"[32.48, 32.48, 32.48, 32.48, 32.49, 32.49, 32.49, 32.49, 32.49, 32.5]","[32.43, 32.43, 32.43, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41]",49295.91000000
17:23:16,1621160596.9993696,"[32.46, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48, 32.49, 32.49]","[32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4]",49296.05000000
20:0:43,1621170044.0060155,"[32.43, 32.43, 32.44, 32.44, 32.45, 32.45, 32.45, 32.46, 32.47, 32.47]","[32.42, 32.41, 32.4, 32.4, 32.4, 32.4, 32.39, 32.39, 32.39, 32.38]",48665.70000000
20:5:44,1621170345.2880273,"[32.44, 32.45, 32.45, 32.45, 32.47, 32.47, 32.48, 32.48, 32.49, 32.5]","[32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",48697.59000000
20:10:45,1621170646.2625606,"[32.44, 32.45, 32.45, 32.45, 32.47, 32.47, 32.48, 32.48, 32.5, 32.5]","[32.42, 32.42, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4]",48723.14000000
20:15:46,1621170947.4360285,"[32.45, 32.45, 32.45, 32.46, 32.47, 32.47, 32.48, 32.49, 32.5, 32.5]","[32.42, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4]",48669.82000000
20:20:49,1621171249.7851331,"[32.45, 32.47, 32.48, 32.48, 32.48, 32.49, 32.49, 32.49, 32.5, 32.5]","[32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4]",48506.48000000
20:25:50,1621171550.862967,"[32.45, 32.46, 32.48, 32.48, 32.49, 32.49, 32.49, 32.49, 32.49, 32.5]","[32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4]",48589.45000000
20:30:51,1621171852.1472685,"[32.47, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48, 32.48, 32.48]","[32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41]",48541.11000000
20:35:52,1621172153.5344567,"[32.47, 32.47, 32.47, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48]","[32.42, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41]",48720.14000000
20:40:53,1621172454.6108258,"[32.46, 32.47, 32.47, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48]","[32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41]",48864.01000000
20:42:39,1621172560.3744574,"[32.46, 32.47, 32.47, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48]","[32.42, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41]",48817.25000000
20:47:40,1621172861.5352235,"[32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.47, 32.47, 32.47, 32.47]","[32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4]",48943.86000000
20:52:41,1621173162.6132095,"[32.44, 32.45, 32.45, 32.45, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46]","[32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41]",48942.56000000
20:57:43,1621173463.7436562,"[32.45, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46]","[32.43, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41]",48914.03000000
21:2:45,1621173766.1566963,"[32.45, 32.45, 32.45, 32.45, 32.45, 32.46, 32.46, 32.46, 32.46, 32.46]","[32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4]",48785.94000000
21:7:46,1621174067.278053,"[32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46, 32.46, 32.46]","[32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4]",48871.84000000
21:12:47,1621174368.362305,"[32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46, 32.46, 32.46]","[32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4]",48728.68000000
21:17:49,1621174669.9077256,"[32.44, 32.44, 32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.46, 32.46]","[32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",48823.50000000
21:22:50,1621174971.550946,"[32.44, 32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46]","[32.42, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4, 32.4]",49174.47000000
21:27:51,1621175272.6898737,"[32.44, 32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46, 32.46]","[32.41, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4]",48810.48000000
21:32:53,1621175574.0874183,"[32.44, 32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45]","[32.41, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4]",48484.96000000
21:37:55,1621175876.046095,"[32.43, 32.44, 32.44, 32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46]","[32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4, 32.4, 32.4]",48140.97000000
21:42:56,1621176177.2065327,"[32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45]","[32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",48201.28000000
21:47:57,1621176478.3588347,"[32.44, 32.44, 32.45, 32.45, 32.45, 32.46, 32.46, 32.46, 32.46, 32.46]","[32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4]",48365.01000000
21:53:0,1621176781.268256,"[32.44, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45, 32.46]","[32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",48377.82000000
21:58:1,1621177082.4454782,"[32.44, 32.44, 32.44, 32.44, 32.44, 32.45, 32.45, 32.46, 32.46, 32.46]","[32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",48374.59000000
22:3:3,1621177383.7730384,"[32.44, 32.44, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.46, 32.47]","[32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41]",48208.02000000
22:8:5,1621177686.487994,"[32.45, 32.45, 32.46, 32.46, 32.46, 32.46, 32.47, 32.47, 32.47, 32.47]","[32.43, 32.42, 32.42, 32.42, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41]",48133.22000000
22:13:6,1621177987.5516627,"[32.45, 32.45, 32.46, 32.46, 32.46, 32.47, 32.47, 32.49, 32.49, 32.49]","[32.43, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41, 32.41]",48159.03000000
22:18:7,1621178288.6362777,"[32.46, 32.46, 32.47, 32.47, 32.47, 32.47, 32.48, 32.48, 32.48, 32.48]","[32.43, 32.43, 32.42, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41]",48073.00000000
22:23:10,1621178591.410196,"[32.45, 32.47, 32.48, 32.48, 32.49, 32.49, 32.49, 32.49, 32.49, 32.49]","[32.43, 32.43, 32.43, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.41]",47883.41000000
22:28:11,1621178892.5781043,"[32.48, 32.48, 32.49, 32.49, 32.5, 32.5, 32.51, 32.51, 32.51, 32.52]","[32.44, 32.44, 32.44, 32.43, 32.43, 32.43, 32.43, 32.43, 32.42, 32.42]",48019.00000000
22:33:12,1621179193.6859465,"[32.46, 32.48, 32.48, 32.48, 32.48, 32.48, 32.49, 32.49, 32.49, 32.5]","[32.44, 32.44, 32.44, 32.44, 32.43, 32.43, 32.43, 32.43, 32.43, 32.42]",47988.82000000
22:38:15,1621179496.4047658,"[32.47, 32.48, 32.48, 32.48, 32.48, 32.48, 32.49, 32.49, 32.5, 32.5]","[32.48, 32.44, 32.44, 32.44, 32.44, 32.43, 32.43, 32.42, 32.41, 32.41]",48109.64000000
22:43:16,1621179797.4521663,"[32.46, 32.47, 32.48, 32.48, 32.48, 32.49, 32.49, 32.5, 32.5, 32.51]","[32.44, 32.44, 32.44, 32.44, 32.44, 32.43, 32.43, 32.42, 32.42, 32.41]",47948.44000000
22:48:17,1621180098.6076045,"[32.47, 32.48, 32.48, 32.48, 32.49, 32.5, 32.5, 32.5, 32.5, 32.51]","[32.44, 32.43, 32.42, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4, 32.4]",47939.16000000
22:53:20,1621180401.5135086,"[32.51, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52, 32.52]","[32.42, 32.42, 32.41, 32.41, 32.41, 32.41, 32.41, 32.4, 32.4, 32.4]",47897.08000000
22:58:21,1621180702.6169708,"[32.5, 32.5, 32.51, 32.51, 32.51, 32.51, 32.51, 32.52, 32.52, 32.52]","[32.43, 32.43, 32.43, 32.42, 32.42, 32.42, 32.42, 32.41, 32.41, 32.4]",47820.55000000
23:3:23,1621181004.0695167,"[32.51, 32.51, 32.51, 32.51, 32.52, 32.52, 32.52, 32.52, 32.52, 32.53]","[32.44, 32.44, 32.44, 32.44, 32.44, 32.44, 32.43, 32.43, 32.43, 32.43]",47531.59000000
23:8:25,1621181306.4803185,"[32.52, 32.53, 32.53, 32.53, 32.53, 32.54, 32.54, 32.54, 32.55, 32.55]","[32.46, 32.45, 32.45, 32.45, 32.45, 32.44, 32.44, 32.44, 32.44, 32.44]",47707.50000000
23:13:26,1621181607.532419,"[32.49, 32.53, 32.53, 32.53, 32.54, 32.54, 32.54, 32.54, 32.55, 32.55]","[32.46, 32.46, 32.46, 32.45, 32.45, 32.45, 32.45, 32.45, 32.44, 32.44]",47925.66000000
23:18:27,1621181908.6742578,"[32.54, 32.54, 32.54, 32.54, 32.54, 32.54, 32.54, 32.54, 32.55, 32.55]","[32.47, 32.47, 32.47, 32.47, 32.46, 32.46, 32.46, 32.45, 32.45, 32.45]",47991.81000000
23:23:30,1621182211.4638963,"[32.52, 32.53, 32.53, 32.53, 32.53, 32.54, 32.54, 32.54, 32.54, 32.54]","[32.47, 32.47, 32.47, 32.47, 32.46, 32.45, 32.45, 32.45, 32.45, 32.45]",48013.94000000
23:31:50,1621182711.5284703,"[32.53, 32.53, 32.53, 32.54, 32.54, 32.54, 32.54, 32.54, 32.55, 32.55]","[32.48, 32.47, 32.46, 32.46, 32.45, 32.45, 32.45, 32.45, 32.45, 32.45]",47493.86000000
23:38:6,1621183087.1647954,"[32.54, 32.54, 32.54, 32.55, 32.55, 32.56, 32.56, 32.57, 32.57, 32.57]","[32.48, 32.47, 32.47, 32.47, 32.47, 32.47, 32.47, 32.46, 32.46, 32.46]",47206.64000000
